Code,Description1,Description2,OnHand,Value
1300107016,HOSE FLEXIBLE   16BxL 3M,RUBBER,0, -   
1300107015,HOSE ARMOURED RUBBER,"D 88 xD 80MM, 3.25",0, -   
1300106047,E.P.C. AIR FILTER ELEMENT,"D=44MM,LG=114MM, P/N:04722-001",0, -   
1300106044,AIR FILTER ELEMENT,(FILTER ELEMENT+BAFFLE+ORING),0, -   
1300106043,DESUST FILTER ELEMENT,"MAT:POLYESTER D=140MM,LG2420MM",0, -   
1300106042,AIR FILTER ELEMENT,"TYPE:12600-F-S,OD=73MM.LG=72MM",0, -   
1300106040,E.P.C. AIR FILTER ELEMENT,"D=31/51,LG=114MM,P/N:04723-001",0, -   
1300106039,E.P.C. AIR FILTER ELEMENT,"D=40/76 MM, LG=63MM",0, -   
1300106037,AIR FILTER ELEMENT,"D=92/148MM ,LG=210MM",0, -   
1300106036,AIR FILTER ELEMENT,"D=53/97.5MM ,LG=73MM",0, -   
1300106035,AIR FILTER ELEMENT TYPE HG370,"D=245,LG=400MM,",0, -   
1300106033,AIR FILTER ELEMENT(CARTRIDGE),"D=130/50MM ,LG=55MM.",0, -   
1300106032,AIR FILTER ELEMENT(EXT),"TYPE::HF293,D=165/85MM,",0, -   
1300106031,AIR FILTER ELEMENT,TYPE:47025 X-RAY ANALYZER,0, -   
1300106030,AIR FILTER ELEMENT,"TYPE:4900152107 , F/RECLAIMER",0, -   
1300106028,AIR FILTER ELEMENT,"TYPE:HF317 , F/ISUZU NPR",0, -   
1300106027,AIR FILTER ELEMENT (INT),"D=200/90MM , L=255MM",0, -   
1300106026,AIR FILTER ELEMENT (EXT),"D=160MM , L=310MM",0, -   
1300106025,AIR FILTER ELEMENT (INT),"P13-7599,D=160/120MM L=370MM",0, -   
1300106022,AIR FILTER ELEMENT NO:6L 4714,"TYPE:HF 163 ,SIZE=610x610x70MM",0, -   
1300106021,AIR FILTER ELEMENT,AERATION BLOWER 7861C,0, -   
1300106020,AIR FILTER ELEMENT,"MAT:SK3173 , SIZE:310x310x15MM",0, -   
1300106018,AIR FILTER ELEMENT,F/TURBO BLOWER,0, -   
1300106012,AIR FILTER ELEMENT,TYPE:TANABE,0, -   
1300106010,AIR FILTER ELEMENT,TYPE:BROOM 4516154104 P04,0, -   
1300106007,AIR FILTER ELEMENT,TYPE:DWAFIFE P81-2508 TIG9F,0, -   
1300106003,AIR FILTER ELEMENT,TYPE:P81-2316 NM9G,0, -   
1300106001,AIR FILTER ELEMENT,TYPE:3093S D=215/283 LG=55MM,0, -   
1300105008,SECONDARY TUBE FOR D.D.F,,0, -   
1300105007,PEIMARY TUBE FOR D.D.F,,0, -   
1300104004,STIFFNER FOR INNER PIPE PART:5 1PHM 6173,,0, -   
1300104001,TUBE P.V.C  8,W/2 RUBBER GASKET,0, -   
1300103017,LINCOLN SEAMLESS PRECISE SS 1.4541 TUBE,"P/N:106-35063-5 DIN 2462, 12MMX1.5MM",0, -   
1300103016,LINCOLN SEAMLESS PRECISE SS 1.4541 TUBE,"P/N:106-35063-3 DIN 2462, 10MMX1.5MM",0, -   
1300103015,LINCOLN SEAMLESS PRECISE SS 1.4541 TUBE,"P/N:106-35063-1 DIN 2462 , 8MMX1MM",0, -   
1300103014,LINCOLN SEAMLESS PRECISE SS 1.4541 TUBE,"P/N:106-35064-4 DIN 2462 , 6MMX1MM",0, -   
1300103013,LINCOLN SEAMLESS PRECISE COPPER TUBE,"P/N:107-35045-4 DIN 1754 ,10MMX1.5MM",0, -   
1300103012,LINCOLN SEAMLESS PRECISE COPPER TUBE,"P/N:107-35287-2 DIN 1754 ,6MMX1MM",0, -   
1300103010,PIPE BRASS,"ID=10MM,THICK=1MM",0, -   
1300103007,TUBE … INSH,,0, -   
1300103003,HOSE JOINT ALUMINUM,D100xL 1150MM,0, -   
1300103002,HOSE JOINT ALUMINUM,D100xL 1000MM,0, -   
1300101049,"DUCT D1800MM.DG2151-11/1,11/2",BETWEEN RAW MILL&SEPARATOR,0, -   
1300101048,DUCT D950XL2000MMXT12,UNDER C4.DWG 1PHM6820,0, -   
1300101043,TUBE 1F/CURTAINS,,0, -   
1300101026,"TUBE ,STEEL ,SEAMLESS",12xL 6000MM,0, -   
1300101025,"TUBE ,STEEL ,SEAMLESS",89.1MMxT 5.5 MMxL 6000MM,0, -   
1300101024,"TUBE ,STEEL ,SEAMLESS",9OMMxT 7MMxL 6000MM,0, -   
1300101020,"TUBE ,STEEL ,SEAMLESS",0.5XL 6000MM,0, -   
1300101017,"TUBE ,STEEL GLAVANIZED",1.5xT3 MMxL 6000MM,0, -   
1300101016,"TUBE ,STEEL GLAVANIZED",1,0, -   
1300101014,"TUBE ,STEEL GLAVANIZED",3/4 INCHxL 6000MM,0, -   
1300101013,TUBE SPIRAL  WELDED,24 X T 9 MM x1 METER,0, -   
1300101012,"TUBE ,STEEL GLAVANIZED",0.5,0, -   
1300101011,PIPE STEEL 6x480MML,"W/2 FLANGES SS41,20K,100A",0, -   
1300101010,MILL FEED CHUTE,,0, -   
1300101009,PROCESS DUCT BETWEEN CLINKER,COOLER&G.B.F,0, -   
1300101008,GAS DUCT UNDER EXPANSION JOINT,"F/C4,C3 , D=3230xL=450MM",0, -   
1300101007,DUCT BY-BASS PART 1,D=3350xL=1700MM,0, -   
1300101006,FABRICATION DUCT (D1800),"DWG NO:2224-2/1,2/2",0, -   
1300101005,FABRICATION DUCT (D1800),"DWG NO:2151-12/1,12/2",0, -   
1221602001,FORK JOINT AES  (10x20)MM,,0, -   
1220707501,"AB COUPLING :GBX,PN:1040800 II","W/RUBBER INSERT:GB40,B150 Z10",0, -   
1220707048,COUPLING HYD 150KW 1000RPM,SHINKO TYPE:FC1.5C,0, -   
1220707019,HYD. COUPLING TYPE:422 TVG,,0, -   
1220707017,HYD. COUPLING TYPE:422TH (TJ),POWER(37-75)KW&1500R.P.M,0, -   
1220707014,"HYDRAULIC C. (FAO,85C),55KW",DWG NO:0391-86523,0, -   
1220706503,COUPLING FUSE PLUG,FOR AUX. HYD. COUPLING,0, -   
1220706220,RUBBER BUSH F/COUP. REVOLEX KX 170  ,"COMPLETE SET W/PINS&ACCESSORIES,F/436 SP18",0, -   
1220706216,BACK STOP FOR MAGNETIC COUPLING TYPE C,F/CABLE REEL TYPE BNA59.2C55,0, -   
1220706200,RUBBER ELEMENT SET,F/COUPLING TYPE:ELBO B 100/18,0, -   
1220706153,GASKETREMAINING,,0, -   
1220706152,PACKINGREMAINING,,0, -   
1220706151,PACKINGREMAINING,,0, -   
1220706150,PACKING,TYPE:Q64510-DREMAINING,0, -   
1220706149,COVER F/CHAINREMAINING,,0, -   
1220706146,COVER FOR CHAIN COUPLING,(CR16018J),0, -   
1220706139,RUBBER INSERT;COUPLING:BR105ST,DWG NO:11.74.000 -SHEET NO:363,0, -   
1220706127,RUBBER F/COUPLING,"F/FLUID COUPLING KRG , 17K",0, -   
1220706120,POWDER F/COUPLING,PALLETS BRONZE,0, -   
1220706091,SET OF SEAL F/CHAIN COUPLING,TYPE:(CR8022),0, -   
1220706065,RUBBER RING STAR (96x200x50MM),F/ COUPLING (XW1-85),0, -   
1220706045,"BOLT F/COUPLING,FCL112,","(D12/D10,L56),W/WASHER,NUT",0, -   
1220706043,"RUBBER RING STAR,ID=26,OD=26","B=18.5,L=100MM,F/ COUPLING",0, -   
1220706035,"RUBBER BUSH,D32,D56,L40MM",F/COUPLING (FCL 315),0, -   
1220706033,"RUBBER BUSH,D50,D118,L96MM",F/FLEX. COUPLING (RWN710),0, -   
1220703018,MAGNETIC ELEMENTFOR CABELREEL,"MAG.COUPLING,DSH30xTH40xW160",0, -   
1220703012,"RIGID COUPLING F/3701,A-C",,0, -   
1220702012,GEAR  28THEETH OUT D 89MM,WIDTH 20MM D.IN 38MM,0, -   
1220702011,GEAR 31THEETH OUT D 99MM,WIDTH 25MM D.IN  58MM,0, -   
1220701516,FLEX. COUPLING REVOLEX KX 170,F/ CMC SEPARATOR 436-SP18 ,0, -   
1220701159,COUPLING FLEX N-EUPEX A440,F/CLAY BELT BSF164-BC11,0, -   
1220701139,COUPLING FLEX DWG:D-D82-1E009,LURGI TYPE:AF55ROTEX F/2739A-B,0, -   
1220701074,COUPLING  BR 105 ST,DWG NO:11.74.000 -SHEET NO:363,0, -   
1220701069,FLEXIBLE COUPLING,"F/ FLUID COUPLING KRG,17K",0, -   
1220701053,1/2COUPLING N-EUPEX O.D 100MM,"F/PUMP ITUR , I.D 42MM",0, -   
1220701036,FLEXIBLE COUPLING (XW1-85),(KS23-100MM ),0, -   
1220701035,FLEXIBLE COUPLING ID=31.5MM,HALF(PLASTIC INTER RING STAR),0, -   
1220701031,FLEXIBLE COUPLING ID=55/42MM,(PLASTIC INTER. STAR COMPLETE),0, -   
1220608032,MECHANICAL SEAL F/CYCLO HMS20-89-43,F/BELT 3104 DWG NO. GCJN 2871-B,0, -   
1220608030,MECHANICAL SEAL F/CYCLO HMS40-22689-121,"F/BELT 3110,DWG:GCJN 2873-A",0, -   
1220608029,"MECHANICAL SEAL 55x95x15,CAST STEEL",DWG:1STM 7634,0, -   
1220608025,SEAL MECHANICAL F/GEARED MOTOR,FLINDER PARALLEL SHAFT 50.15,0, -   
1220608015,SEAL MECHANICAL #4200 1M20274,D40x56x54W,0, -   
1220608008,MECHANICAL SEAL,(OD48.5xID31xL24)MM,0, -   
1220608003,SEAL MECHANICAL  34.7,F/VACUUM PUMP,0, -   
1220607022,"SEAL KIT F.GEARMOTOR, PBL: HBA80-D132M4",F. BELT 202-BC04,0, -   
1220607017,SEAL KIT F/ GEARBOX ELECON,TYPE KCN 2801 REDU. RATIO 25:1,0, -   
1220607009,SEAL RING KIT CONSISTS OF,STEEL RING (OD65xID27xT7)MM,0, -   
1220607008,SHAFT SEAL  METAL FILLED,"W/GREASE , 90ODx50IDx4T MM",0, -   
1220607005,SEAL METAL ASBESTOS FILLED,"EL004704, D38X44X2.4T",0, -   
1220607004,SEAL COMPOSITE D1100/2175 T5MM,,0, -   
1220606040,FELT SEAL BLOCK 42x35,2PIECES (O21x21x40),0, -   
1220606036,SEALING PACKING FELT TAPE,1880Lx85Wx5TMM(SET),0, -   
1220606033,SEALING PACKING TAPE,"1820Lx84Wx5TMM,FELT",0, -   
1220606028,"PACKING,FELT,OPENED,W/6HOLES",ID 90XOD240X6.5T,0, -   
1220606024,"PACKING,FELT,OPENED,W/4HOLES",ID63XOD175X9T,0, -   
1220606023,"PACKING,FELT,OPENED,W/4HOLES",ID60XOD170X9T,0, -   
1220606021,"PACKING,FELT,OPENED,W/4HOLES",ID50XOD60X9T,0, -   
1220606020,"PACKING,FELT,ID40XOD52X5T",CODE 006008.42/13,0, -   
1220606019,"PACKING,FELT,ID39xOD52x5T",FOR MIXER,0, -   
1220605503,SHAFT SEALS SOLYVENT-,,0, -   
1220605031,COVER RING,"KRUPP/HISCO,P/N:03.006.17",0, -   
1220605030,SCREW FOR SEALING,"KRUPP/HISCO,P/N:03.006.11",0, -   
1220605029,LABYRINTH RING OUTER,"KRUPP/HISCO,P/N:03.006.13",0, -   
1220605028,LABYRINTH RING INNER,"KRUPP/HISCO,P/N:03.006.4",0, -   
1220605026,LABYRINTH OUTER RING,ACC. TO DWG NO:1REM 6470,0, -   
1220605025,LABYRINTH INNER RING,ACC. TO DWG NO.  1BCM 6471,0, -   
1220605017,ALUMINUM SEAL NO.:452.08020,(OD=9.5xID=5.3xT=3)MM,0, -   
1220605011,"SEAL LABYRINTH ,W/6HOLES","D180X80,THREADED",0, -   
1220605008,SEAL LABYRINTH  RING,D 135X220X48 MM,0, -   
1220604009,SEAL RUBBER 33X38X3.6,,0, -   
1220604008,SEAL RUBBER 8X22/28W,F/PVC WATER LINES,0, -   
1220603501,SHAFT SEALING RING(SATZ=4STCK,F.ABSPERRSCHIEBER GR.300,0, -   
1220603486,SEAL OIL 52X100X10MM,,0, -   
1220603464,SEAL TSNA 528A,F/BEARING HOUSING,0, -   
1220603422,"OIL SEAL , ZF 35",,0, -   
1220603420,OIL SEAL PACKING,,0, -   
1220603415,OIL SEAL SB 52X75X9MM,,0, -   
1220603388,SEAL RING B2 100X120X12MM,CODE:8484 20 00 SCHENCK,0, -   
1220603372,OIL SEAL 2LIP SPRING,LD25x47x10,0, -   
1220603308,OIL SEAL NBR 65x50x9,,0, -   
1220603296,SEAL RUBBER CL 30,,0, -   
1220603293,SEAL RUBBER (45Dx35Lx1.5)MM,F/PACKER,0, -   
1220603281,"V.RING,RUBBER ,VS 130",118X130X16.5,0, -   
1220603278,"V.RING,RUBBER ,V-55S",49x59x12.5W,0, -   
1220603276,"V.RING,RUBBER ,NBR 60","VS.28,ZN361, 25X33X10W",0, -   
1220603272,"V.RING,ORANGE RUBBER V120A",137X162X15W,0, -   
1220603268,"V.RING,RUBBER V 80A",71.5X83.5X10W ( 80AX2 ),0, -   
1220603266,"V.RING,RUBBER  46X60X4.5W",,0, -   
1220603259,PACKING RUBBER 16x26xw5/8MM,F/CYLINDER DNX-40/EP,0, -   
1220603257,PACKING RUBBER 7.7X12X5,F/CYLINDER CM2 E20-25,0, -   
1220603256,PACKING RUBBER 13.4X20.4X6,F/CYLINDER CM2 C40-50,0, -   
1220603219,OIL SEAL 130x160x13,2LIP SPRING LD METEL INSERT,0, -   
1220603217,OIL SEAL 120X150X15/12,2LIP SPRING LD METEL INSERT,0, -   
1220603216,OIL SEAL 110X145X15,2LIP SPRING LD METEL INSERT,0, -   
1220603179,OIL SEAL TC 70X95X13,2LIP SPRING LD METEL INSERT,0, -   
1220603177,OIL SEAL TC 40X62X11,2LIP SPRING LD METEL INSERT,0, -   
1220603175,OIL SEAL TC 110X140X14,2LIP SPRING LD METEL INSERT,0, -   
1220603170,OIL SEAL TC 65X88X12,2LIP SPRING LD METEL INSERT,0, -   
1220603159,OIL SEAL 32X65X11,2LIP SPRING LD METEL INSERT,0, -   
1220603157,OIL SEAL  20X35X13,2LIP SPRING LD METEL INSERT,0, -   
1220603140,OIL SEAL 135x160x13,1LIP SPRING LD METEL CAGE,0, -   
1220603139,SEAL OIL 130X170X12MM,1LIP SPRING LD METEL INSERT,0, -   
1220603123,OIL SEAL 70x100x10,1LIP SPRING LD METEL INSERT,0, -   
1220603099,OIL SEAL 36X54X9.5,1LIP SPRING LD METEL CASED,0, -   
1220603093,OIL SEAL 34X50X10,1LIP SPRING LD METEL CASE,0, -   
1220603056,OIL SEAL ZF80(383X432X13X19),1LIP RUBBER  F/RAW MILL,0, -   
1220603036,OIL SEAL . ZF.8( 34x49x4.9,1LIP RUBBER,0, -   
1220603019,OIL SEAL VC P35X45X8,,0, -   
1220601008,IDSTANCE SLEEVE FIBER,D 38x80x25MM. W/3HOLES,0, -   
1220601007,SEALING RING (132x149x8T)MM,W/SPRING (D=6xL=28)MM,0, -   
1220519001,GASKET(BRG.COVER)D160.5x195xT1,KALINGRIT GREG 89WN1026-SD/332,0, -   
1220512024,GASKETOD830XW85XT3MM KALENGRET,SQ W/20 HOLE D14MM,0, -   
1220512023,GASKET KELINGERT,"(OD464xID164x3T)MM,W/18HOLE20D",0, -   
1220512022,GASKET RING D 37x27x3MMT,LPG -22,0, -   
1220512021,GASKET KILNGRIT D2xD5xT4MM,,0, -   
1220512019,GASKET KALINGRIT162x111x1.5MMT,W/4HOLES,0, -   
1220512018,GASKET KELINGERT ELLIPS. SHAPE,"OD260xID200x3T MM,W/6HOLE15D",0, -   
1220511502,GASKETS FOR INSPECTION DOOR,C16490101 FOUNDATION BLOCK 2&3,0, -   
1220511022,PACKING GLAND 6.4x6.4MMx2MT,,0, -   
1220511020,GASKET ASBESTOS1753x952x3.2MMT,,0, -   
1220511019,GASKET ASBESTOS 300x300x3MMT,F/HOLES,0, -   
1220511018,GASKET ASBESTOS.D795x705xT8MM,W/HOLES,0, -   
1220511017,GASKET 500X500X3MMT UP TO 200C,REINFORCED KALINGTER F/HOLES,0, -   
1220511016,GASKET ASBESTOS 850x510x3MMT,F/MANHOLES,0, -   
1220511014,GASKET RING D 31.5x21.5x2.8MMT,LPG -16,0, -   
1220511013,PACKING ASBESTOS,645x555x3 W/16HOLES M10,0, -   
1220511008,PACKING ASBESTOS SQ SEC. 8,WHITE ASBESTOS GLAND PACKING,0, -   
1220511003,PACKING ASBESTOS  2 HALFS,440x296x6T  F/EIXHAUST FAN,0, -   
1220510005,GASKET FIBER GLASS,D 5.5X15X2T&SEAL INSULATI0N,0, -   
1220509371,REPAIR KIT REDUCTION 29,P/N:SZA 20 69113-1111,0, -   
1220509367,GASKET RUBBER DWG:1AMB7473,F/FLOW CONTROL GATE 2604,0, -   
1220509343,SEAL TSN S 522,F/BRG HOUSING SNH 522,0, -   
1220509341,REPAIR KIT F/HYD. CYLINDER,"BOECH,DWG NO:M4356-0-1",0, -   
1220509340,REPAIR KIT F/NON RETURN VALVE,"LECHLER,P/N:9ET.023.25.55.E3.0",0, -   
1220509338,REPAIR KIT F/DOUPLEX FILTER,"LECHLER,P/N:9ET.008.N2.06.E2.0",0, -   
1220509321,SEAL KIT HYD.CYL .MG140/100,BOSCH.TYPE:MG140/100/2084,0, -   
1220509317,GASKET SET FOR INTAKE PUMP KSL,1 SET=9 PCS,0, -   
1220509291,SEAL KIT CYLINDER SDA30,F/ROTARY PACKER PN:9.909.0308.14,0, -   
1220509248,GASKET KALINGRIT SQUARED,1.5TX127.8X127.8 X90ID.W/4HOLE,0, -   
1220509247,"SPARE PARTS KIT,F/CYL.J500-11",CONSISTS OF OIL SEAL (305x280),0, -   
1220509244,"SPARE PARTS KIT,HYD. JACK",F/MOTOR PUMP,0, -   
1220509243,RING WASHER,OD17xID13xT1.50MM,0, -   
1220509242,RING WASHER(OD18xID9.3xT1),"CU,GASKET F/ NOZZLE TIP",0, -   
1220509241,RING WASHER(OD27xID21xT1.5),"CU,GASKET F/ NOZZLE TIP",0, -   
1220509240,GASKET F/ROCKER COVER,RUBBER -U-SHAPE RUBBER,0, -   
1220509239,GASKET F/ROCKER COVER,CROSS SEC. (4x2.5)MM RUBBER,0, -   
1220509238,GASKET KET,F/HYD. CLY SPUG/Q6831/00,0, -   
1220509237,GASKET PAPER,D305x185xT6MM,0, -   
1220509235,GASKET OD77.5xID 61xT2MM PAPER,"TYPE:EL 570224,NOT RUBBER",0, -   
1220509232,GASKET(BRG.COVER)D80xD95xT1MM,KALINGRIT GREG 89WN1026-SD/627,0, -   
1220509231,GASKET(SLEEVE)D30xD40xT1MM,KALINGRIT GREG 89WN1026-SD/627,0, -   
1220509228,GASKET OD270xID 252xT1MM,KELINGERITW/8HOLES D14.,0, -   
1220509227,GASKET OD300xID 27xT1.4MM,KELINGERIT W/8HOLED14F/FWFPUMP,0, -   
1220509226,SEALING KIT F/AIR CYLINDER,TYPE:SCA2-T-100K CONSIST OF,0, -   
1220509223,SEAL KIT F/HYD. TRUCK HAND,,0, -   
1220509222,SEAL KIT F/HYD. TRUCK HAND,1 SET=8PCS,0, -   
1220509219,SEAL KIT SEAL RING TEFLON,"94DX100X4.,CYL.SCA2-TA-100G-8",0, -   
1220509216,"SEAL KIT ,CYL .BCM20",F/CYLINDER . BC20,0, -   
1220509215,"SEAL KIT ,CYL.BCM16","F/CYLINDER,. BC16",0, -   
1220509214,SEAL KIT CYL.CM-050-16-128,F/CYLINDER .CG1D-A-50-100,0, -   
1220509213,SEAL KIT CYL.CS1-125A-PS,F/CYL. CS1-125A-200,0, -   
1220509212,"SEAL KIT CYL CA1H100A-PS,SMC",F/CYL. CA1CH100-400,0, -   
1220509211,"SEAL KIT CYL.PDU-12LZ,SMC",F/CYL. PDU-12LZ,0, -   
1220509210,"SEAL KIT CYL.CA1N-40A-PS,SMC",F/AIR CYLINDER CAIN-40 PS,0, -   
1220509209,"SEAL KIT  CYL.CA1N-63A-PS,SMC","F/CYL, CA1N-63A-PS",0, -   
1220509208,SEAL KIT CYL.CQ2B80-X203-PS,F/AIR CYL. CQ2B80-X203-PS,0, -   
1220509207,"SEAL KIT CYL.CMA2-30K,CKD",F/CYL.CMA2-30K,0, -   
1220509205,SEAL KIT FOR CYL. 0822-010-062,F/CYL. Z-0171-31-3/15,0, -   
1220509202,SEAL KIT CYLINDER .SCA2-80K,CKD. CYLI SCA2-80K,0, -   
1220509201,SEAL KIT CYLINDER .SCA2-100K,CKD NO SCA2-100K,0, -   
1220509198,SEAL KIT CYLINDER.CD70B6310200,,0, -   
1220509197,SEAL KIT CYLIDER 3-SNE 72,TYPE:I/86035,0, -   
1220509194,SEAL KIT.CYINDERF.0822010042,F/CYLINDER  Z-0171-31-3,0, -   
1220509189,SEAL KIT CYLINDER DZB 5080-100,F/ROTARY PACKER PN:9.909.0015.24,0, -   
1220509188,SEAL KIT CYLINDER. DNX-40/EP,F/ROTARY PACKER,0, -   
1220509187,REPAIR KIT NO:9.909.0010.14,P/N:SZA 20 69113-1111,0, -   
1220509186,SEAL KIT RV -4U2,F/REVERSING VALVE OF-,0, -   
1220509184,SEAL KIT. P-25A,F/OIL PUMP U-25DL,0, -   
1220509175,"SEAL KIT,PRESS CONTROL VALVE",DT -X13522-3421&NO69111-4521,0, -   
1220509174,"SEAL KIT,PRESS CONTROL VALVE",DC-X 13331-2551&NO69111-4691,0, -   
1220509173,"SEAL KIT,0557K",4EZ-430-0557-02580,0, -   
1220509170,SEAL KIT E100A,ENGINE OVERHUL KIT,0, -   
1220509168,SEAL KIT INGERSALLRAND 40618,,0, -   
1220509166,SEAL KIT O-RING  F/ 4125A,F/ITUR WATER PUMPS 32/200,0, -   
1220509165,"GASKET KIT CORK,F/DT1600KVA",F/DT  2000KVA,0, -   
1220509162,"GASKET KIT CORK,F/DT2000KVA","D40/54X4.,T132116MTV110",0, -   
1220509161,SEAL KIT   F/4119A-C,F/ITUR PUMP TYPE:INP80/250,0, -   
1220509160,SEAL KIT  F/4108A/B,GASKETS F/ITUR PUMP 100/250,0, -   
1220509159,SEAL KIT II-1006A,F/HACK SAW WORK SHOP,0, -   
1220509158,SEAL KIT IV-1042A,F/AIR COMPRESSORS(GARAGE),0, -   
1220509157,PACKING KIT PLASTIC,"22X41.5X24.2,TV MFG.NO.9001",0, -   
1220509154,"SEAL KIT ,2738A  (TN310177 )",F/GRAVEL BED FILTER,0, -   
1220509153,"SEAL KIT ,2738A ( TN313918 )",F/GRAVEL BED FILTER,0, -   
1220509152,"SEAL KIT,X-RAY ANALYZER",GASKET SET AA26309+S700426,0, -   
1220509151,"SEAL KIT,X-RAY ANALYZER",GASKET SET F/X-RAY,0, -   
1220509150,SEAL KIT 4137 A 1SET=6PCS,GASKET SET F/PORTABLE,0, -   
1220509149,"SEAL KIT,4119,A,4120A1SET=9PCS",GASKET SET F/INDUSTERIAL,0, -   
1220509148,SEAL KIT 4121 A-C 1SET=6PCS,GASKET SET F/WATER PUMPS,0, -   
1220509147,"SEAL KIT ,4104A,4105 A",GASKET SET F/VACUUM PUMP,0, -   
1220509146,SEAL GASKET SET 1SET=6PCS,GASKET SET F/BOOSTER PUMP,0, -   
1220509145,SEAL KIT 2725 A,GASKET SET F/HEAT EXCH.,0, -   
1220509144,SEAL GASKET SET 1SET=6PCS,GASKET SET F/BOOSTER PUMP,0, -   
1220509143,SEAL KIT 4101 A,GASKET & LIP SEAL F/WATER,0, -   
1220509142,"SEAL KIT  ,4120 A",GASKET & LIP SEAL F/IDESEL,0, -   
1220509140,"SEAL KIT,SYNTL. ,D17X31X5:1",F/PLUNGER PUMP #2630,0, -   
1220509137,PACKING ASBESTOS OPEN,ID 36xdo48X6T,0, -   
1220509136,PACKING ASBESTOS OPEN,ID32xdo44x6T,0, -   
1220509135,PACKING ASBESTOS OPEN,ID 38xdo50x6T,0, -   
1220509132,"PACKING ,ASBESTOS OPENED",WEARING(SW-250) D250xL60,0, -   
1220509130,"PACKING , MOULD ,12X26X6.5",SET OF 5PCS,0, -   
1220509129,GASKET RUBBER 16,D 405X477X5T,0, -   
1220509120,"GASKET KALINGRIT ,CORK",D175XD264X3T &RECLAIMER GASKET,0, -   
1220509119,GASKET BLACK KALINGRIT.,D330xD396x1T,0, -   
1220509118,GASKET BLACK KALINGRIT.,D142xD184x2T,0, -   
1220509117,GASKET BLACK KALINGRIT.,D220xD260x2T,0, -   
1220509116,GASKET BLACK KALINGRIT.,D62xD94x2T,0, -   
1220509115,GASKET BLACK KALINGRIT.,OD 135xID90x1.5T,0, -   
1220509114,GASKET W/4HOLES,D 52.7xD79x0.6T,0, -   
1220509113,GASKET KALINGRIT ASB.W/HOLES,ID 760xDo 914x3T,0, -   
1220509112,GASKET KALINGRIT ASBESTOS,ID 760xDo 898X3T,0, -   
1220509111,GASKET SYNTH.MATERIAL,ID274xDo284x0.5T,0, -   
1220509106,GASKET  PAPER  140X170X0.3,F/CYCLO DRIVE HMS10-87-59,0, -   
1220509105,GASKET  PAPER  100X125X0.3,F/CYCLO DRIVE HMS3-84-11,0, -   
1220509104,"GASKET ,SHEET W/8HOLES",211X257X0.1T,0, -   
1220509103,GASKET KALINGRIT 218X270X0.3,F/SF-8  .OF AIR DRYER,0, -   
1220509102,GASKET KALINGRIT 180X200X1.5,F/L.P. CYLINDER HEAD,0, -   
1220509101,"GASKET ,SHEET W/8HOLES",168X220X0.3T& PACKING 2,0, -   
1220509100,GASKET GREY KALINGRIT,"T1100-S, 136X161X1.5T",0, -   
1220509099,GASKET GREY KALINGRIT W/8HOLES,118X200X1.5T,0, -   
1220509098,GASKET GREY KALINGRIT T1100-S,117X129X1.5 T  FOR( LCV ),0, -   
1220509097,GASKET GREY KALINGRIT,96x114x1.5T,0, -   
1220509095,GASKET RED SYNTHETIC,90x108x0.5T,0, -   
1220509093,GASKET GREY KALINGRIT,D 63X77X1.7T,0, -   
1220509092,GASKET  PAPER 50X95X0.3T,W/4 HOLE PACKING 3,0, -   
1220509091,"GASKET  KALINGRIT ,49X61X1.5T",F/OIL PUMP. F/SUPPORT BRG,0, -   
1220509089,GASKET RUBBER 39X51X 4T,F/GLASSES OF TEST BENCH,0, -   
1220509087,GASKET RUBBER 38X55X T4,F/GLASSES OF TEST BENCH,0, -   
1220509083,GASKET KALINGRIT  25X95X2T,W/8HOLE,0, -   
1220509081,GASKET RUBBER D22XD31X1.5T,CR/ G-106,0, -   
1220509079,GASKET KALINGRIT  17X28X3T,F/ONE WAY CLUTCH,0, -   
1220509078,GASKET 16.5X21.5X1.6T,F/OIL FILTER,0, -   
1220509076,GASKET  PAPER 190X260X0.3T,,0, -   
1220509075,GASKET  PAPER 222X242X1T,,0, -   
1220509071,PACKING KALINGRIT 1TX180X180,F/CONTROL VALVE P# M05310698,0, -   
1220509070,"GASKET, RUBBER SHAPED",FOR RELIEF VALVE P#01013483,0, -   
1220509068,GASKET KALINGRIT SQUARED,1.5TX114X114 X81.5ID.W/4HOLE,0, -   
1220509066,GASKET KIT SQUARE W/4HOLES,0.3TX175X175X150 ID,0, -   
1220509065,GASKET KIT SQUARE W/4 HOLES,77x77x0.3T .ID 45MM,0, -   
1220509064,GASKET KIT SQUARE W/4 HOLES,77x77x0.3T .ID 45MM,0, -   
1220509063,GASKET KIT  PACKING(1).0.3T,894x575x0.3T.DW.54FDHHE-1/27,0, -   
1220509062,GASKET KALINGRIT RECTANGULAR,540x570x1.2Tx45W,0, -   
1220509061,GASKET KALINGRIT W/4HOLES,140X170X.5TX15W DW.2S11805/4-1,0, -   
1220509060,GASKET KALINGRIT W/18HOLES,545X850X3.3X90W,0, -   
1220509059,GASKET KALINGRIT WITH 18HOLES,514X850X3.3TX90W,0, -   
1220509058,GASKET KALINGRIT WITH 18HOLES,900X513X3.3TX90W,0, -   
1220509057,GASKET KALINGRIT34x340x1.5Tx8W,DWG:BK-3K10847/G-8.RECT.SHAP,0, -   
